,voter_name,gender,candidate_id,region_id,candidate_name,party_id,province,party_name,vote_values
1159,Livia Renaud,female,2,1,Dylan Dufour,2,Aceh,Partai Republik Nasionalis Nusantara,1
1160,Josefa Garnier,female,4,22,Pirmin Petit,4,Sulawesi Utara,Partai Kerjasama dan Utusan Rakyat,1
1161,Luc Martin,male,3,23,Nando Gauthier,3,Gorontalo,Partai Amanat Indonesia,1
1162,Pascale Roy,female,3,18,Nando Gauthier,3,Kalimantan Tengah,Partai Amanat Indonesia,1
1163,Therese Bonnet,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
1164,Ladina Roger,female,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
1165,Dorian Dupont,male,1,34,Jasmina Lemoine,1,Papua,Partai Sosial Demokrasi Indonesia,1
1166,Remo Lacroix,male,2,20,Dylan Dufour,2,Kalimantan Timur,Partai Republik Nasionalis Nusantara,1
1167,Franz Nguyen,male,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
1168,Anisa Renard,female,4,24,Pirmin Petit,4,Sulawesi Tengah,Partai Kerjasama dan Utusan Rakyat,1
1169,Yasmin Masson,female,3,23,Nando Gauthier,3,Gorontalo,Partai Amanat Indonesia,1
1170,Ernest David,male,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
1171,Lynn Laurent,female,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
1172,Ludovic Fournier,male,3,27,Nando Gauthier,3,Sulawesi Tenggara,Partai Amanat Indonesia,1
1173,Gerardo Lefevre,male,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
1174,Amelia Guillaume,female,1,22,Jasmina Lemoine,1,Sulawesi Utara,Partai Sosial Demokrasi Indonesia,1
1175,Goran Brun,male,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
1176,Francis Rodriguez,male,2,21,Dylan Dufour,2,Kalimantan Utara,Partai Republik Nasionalis Nusantara,1
1177,Étienne Lambert,male,4,21,Pirmin Petit,4,Kalimantan Utara,Partai Kerjasama dan Utusan Rakyat,1
1178,Agron Guillot,male,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
1179,Roxane Deschamps,female,3,5,Nando Gauthier,3,Kep. Riau,Partai Amanat Indonesia,1
1180,Brian Vincent,male,3,28,Nando Gauthier,3,Bali,Partai Amanat Indonesia,1
1181,Tanja Boyer,female,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
1182,Katarzyna Nguyen,female,4,9,Pirmin Petit,4,Bengkulu,Partai Kerjasama dan Utusan Rakyat,1
1183,Fynn Da Silva,male,3,15,Nando Gauthier,3,DI Yogyakarta,Partai Amanat Indonesia,1
1184,Erna Rey,female,1,29,Jasmina Lemoine,1,Nusa Tenggara Barat,Partai Sosial Demokrasi Indonesia,1
1185,Aurélien Clement,male,3,20,Nando Gauthier,3,Kalimantan Timur,Partai Amanat Indonesia,1
1186,Levi Michel,male,3,7,Nando Gauthier,3,Sumatera Selatan,Partai Amanat Indonesia,1
1187,Milos Charles,male,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
1188,Carmine Noel,male,4,32,Pirmin Petit,4,Maluku Utara,Partai Kerjasama dan Utusan Rakyat,1
1189,Kim Morin,male,3,2,Nando Gauthier,3,Sumatera Utara,Partai Amanat Indonesia,1
1190,Paulina Arnaud,female,3,15,Nando Gauthier,3,DI Yogyakarta,Partai Amanat Indonesia,1
1191,Ilona Fontai,female,1,7,Jasmina Lemoine,1,Sumatera Selatan,Partai Sosial Demokrasi Indonesia,1
1192,Dominique Chevalier,female,4,15,Pirmin Petit,4,DI Yogyakarta,Partai Kerjasama dan Utusan Rakyat,1
1193,Seraina Roux,female,4,30,Pirmin Petit,4,Nusa Tenggara Timur,Partai Kerjasama dan Utusan Rakyat,1
1194,Olivier Roy,male,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
1195,Annick Meunier,female,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
1196,Miguel Moulin,male,3,2,Nando Gauthier,3,Sumatera Utara,Partai Amanat Indonesia,1
1197,Josip Adam,male,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
1198,Murielle Marchand,female,2,2,Dylan Dufour,2,Sumatera Utara,Partai Republik Nasionalis Nusantara,1
1199,Antoine Dumont,male,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
1200,Marie-Louise Leclerc,female,2,26,Dylan Dufour,2,Sulawesi Barat,Partai Republik Nasionalis Nusantara,1
1201,Konrad Perez,male,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
1202,Noé Fournier,male,4,27,Pirmin Petit,4,Sulawesi Tenggara,Partai Kerjasama dan Utusan Rakyat,1
1203,Amelie Olivier,female,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
1204,Debora Lopez,female,2,19,Dylan Dufour,2,Kalimantan Selatan,Partai Republik Nasionalis Nusantara,1
1205,Emanuela Robert,female,2,7,Dylan Dufour,2,Sumatera Selatan,Partai Republik Nasionalis Nusantara,1
1206,Cyril Bertrand,male,3,26,Nando Gauthier,3,Sulawesi Barat,Partai Amanat Indonesia,1
1207,Carla Dumas,female,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
1208,Stefanie Leroy,female,4,11,Pirmin Petit,4,DKI Jakarta,Partai Kerjasama dan Utusan Rakyat,1
1209,Fabiola Da Silva,female,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
1210,Josefine Morel,female,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
1211,Marianne Giraud,female,4,27,Pirmin Petit,4,Sulawesi Tenggara,Partai Kerjasama dan Utusan Rakyat,1
1212,Katharina Brunet,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
1213,Marko Nicolas,male,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
1214,Ahmed Gaillard,male,3,19,Nando Gauthier,3,Kalimantan Selatan,Partai Amanat Indonesia,1
1215,Susanna Leclerc,female,2,34,Dylan Dufour,2,Papua,Partai Republik Nasionalis Nusantara,1
1216,Hannah Andre,female,1,27,Jasmina Lemoine,1,Sulawesi Tenggara,Partai Sosial Demokrasi Indonesia,1
1217,Camille Bourgeois,female,1,8,Jasmina Lemoine,1,Kep. Bangka Belitung,Partai Sosial Demokrasi Indonesia,1
1218,Catarina Sanchez,female,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
1219,Jasmina Michel,female,1,16,Jasmina Lemoine,1,Jawa Timur,Partai Sosial Demokrasi Indonesia,1
1220,Francesco Menard,male,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
1221,Patrik Robin,male,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
1222,Lucas Dupuis,male,1,14,Jasmina Lemoine,1,Jawa Tengah,Partai Sosial Demokrasi Indonesia,1
1223,Matilde Fabre,female,3,29,Nando Gauthier,3,Nusa Tenggara Barat,Partai Amanat Indonesia,1
1224,Tim Da Silva,male,4,32,Pirmin Petit,4,Maluku Utara,Partai Kerjasama dan Utusan Rakyat,1
1225,Severin Olivier,male,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
1226,Marino Charles,male,1,18,Jasmina Lemoine,1,Kalimantan Tengah,Partai Sosial Demokrasi Indonesia,1
1227,Romy Fleury,female,1,3,Jasmina Lemoine,1,Sumatera Barat,Partai Sosial Demokrasi Indonesia,1
1228,Luc Renard,male,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
1229,Dragan Richard,male,1,22,Jasmina Lemoine,1,Sulawesi Utara,Partai Sosial Demokrasi Indonesia,1
1230,Amira Sanchez,female,1,26,Jasmina Lemoine,1,Sulawesi Barat,Partai Sosial Demokrasi Indonesia,1
1231,Filipe Roy,male,1,25,Jasmina Lemoine,1,Sulawesi Selatan,Partai Sosial Demokrasi Indonesia,1
1232,Marinette Meunier,female,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
1233,Zoe Blanc,female,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
1234,Elisabetta Rodriguez,female,4,10,Pirmin Petit,4,Lampung,Partai Kerjasama dan Utusan Rakyat,1
1235,Thibault Blanchard,male,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
1236,Willi Vidal,male,1,1,Jasmina Lemoine,1,Aceh,Partai Sosial Demokrasi Indonesia,1
1237,Alice Noel,female,4,3,Pirmin Petit,4,Sumatera Barat,Partai Kerjasama dan Utusan Rakyat,1
1238,Sylvie Mercier,female,3,18,Nando Gauthier,3,Kalimantan Tengah,Partai Amanat Indonesia,1
1239,Mia Roux,female,2,4,Dylan Dufour,2,Riau,Partai Republik Nasionalis Nusantara,1
1240,Flurin Dubois,male,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
1241,Corinna Fabre,female,1,13,Jasmina Lemoine,1,Banten,Partai Sosial Demokrasi Indonesia,1
1242,Ronja Legrand,female,1,19,Jasmina Lemoine,1,Kalimantan Selatan,Partai Sosial Demokrasi Indonesia,1
1243,Rose-Marie Durand,female,1,25,Jasmina Lemoine,1,Sulawesi Selatan,Partai Sosial Demokrasi Indonesia,1
1244,Sylviane Morel,female,1,6,Jasmina Lemoine,1,Jambi,Partai Sosial Demokrasi Indonesia,1
1245,Amira Leroux,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
1246,Jessica Renard,female,3,33,Nando Gauthier,3,Papua Barat,Partai Amanat Indonesia,1
1247,Mael Roger,male,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
1248,Luka Aubert,male,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
1249,Danièle Marie,female,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
1250,Giuseppe Fabre,male,4,9,Pirmin Petit,4,Bengkulu,Partai Kerjasama dan Utusan Rakyat,1
1251,Nolan Da Silva,male,4,21,Pirmin Petit,4,Kalimantan Utara,Partai Kerjasama dan Utusan Rakyat,1
1252,Iris Blanchard,female,4,7,Pirmin Petit,4,Sumatera Selatan,Partai Kerjasama dan Utusan Rakyat,1
1253,Jörg Clement,male,4,19,Pirmin Petit,4,Kalimantan Selatan,Partai Kerjasama dan Utusan Rakyat,1
1254,Sheila Leroux,female,1,29,Jasmina Lemoine,1,Nusa Tenggara Barat,Partai Sosial Demokrasi Indonesia,1
1255,Jasmina Nicolas,female,2,23,Dylan Dufour,2,Gorontalo,Partai Republik Nasionalis Nusantara,1
1256,Alejandro Clement,male,1,18,Jasmina Lemoine,1,Kalimantan Tengah,Partai Sosial Demokrasi Indonesia,1
1257,Fredy Guillot,male,1,4,Jasmina Lemoine,1,Riau,Partai Sosial Demokrasi Indonesia,1
1258,Laurin Guillaume,male,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
1259,Alain Blanchard,male,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
1260,Jill Leroy,female,1,22,Jasmina Lemoine,1,Sulawesi Utara,Partai Sosial Demokrasi Indonesia,1
1261,Johanna Blanc,female,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
1262,Yusuf Berger,male,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
1263,Renate Fournier,female,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
1264,Cyril Garcia,male,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
1265,Maurizio Petit,male,4,26,Pirmin Petit,4,Sulawesi Barat,Partai Kerjasama dan Utusan Rakyat,1
1266,Martha Roux,female,4,29,Pirmin Petit,4,Nusa Tenggara Barat,Partai Kerjasama dan Utusan Rakyat,1
1267,Lara Colin,female,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
1268,Alejandro Blanc,male,1,11,Jasmina Lemoine,1,DKI Jakarta,Partai Sosial Demokrasi Indonesia,1
1269,Attila Joly,male,1,1,Jasmina Lemoine,1,Aceh,Partai Sosial Demokrasi Indonesia,1
1270,Alessandro Robin,male,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
1271,Anaïs Meyer,female,3,13,Nando Gauthier,3,Banten,Partai Amanat Indonesia,1
1272,Samantha Dupont,female,1,21,Jasmina Lemoine,1,Kalimantan Utara,Partai Sosial Demokrasi Indonesia,1
1273,Ahmet Lemoine,male,3,12,Nando Gauthier,3,Jawa Barat,Partai Amanat Indonesia,1
1274,Matilde Roy,female,3,26,Nando Gauthier,3,Sulawesi Barat,Partai Amanat Indonesia,1
1275,Timo Leroux,male,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
1276,Mara Lemaire,female,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
1277,Jessica Rey,female,4,16,Pirmin Petit,4,Jawa Timur,Partai Kerjasama dan Utusan Rakyat,1
1278,Michaël Pierre,male,3,14,Nando Gauthier,3,Jawa Tengah,Partai Amanat Indonesia,1
1279,Antonietta Giraud,female,1,1,Jasmina Lemoine,1,Aceh,Partai Sosial Demokrasi Indonesia,1
1280,Fiona Rolland,female,2,7,Dylan Dufour,2,Sumatera Selatan,Partai Republik Nasionalis Nusantara,1
1281,Inès Gauthier,female,3,23,Nando Gauthier,3,Gorontalo,Partai Amanat Indonesia,1
1282,Christian Roy,male,4,21,Pirmin Petit,4,Kalimantan Utara,Partai Kerjasama dan Utusan Rakyat,1
1283,Ibrahim Richard,male,3,18,Nando Gauthier,3,Kalimantan Tengah,Partai Amanat Indonesia,1
1284,Lionel Le Gall,male,4,10,Pirmin Petit,4,Lampung,Partai Kerjasama dan Utusan Rakyat,1
1285,Stefano Garnier,male,2,5,Dylan Dufour,2,Kep. Riau,Partai Republik Nasionalis Nusantara,1
1286,Arianna Fabre,female,2,2,Dylan Dufour,2,Sumatera Utara,Partai Republik Nasionalis Nusantara,1
1287,Tiziano Henry,male,2,6,Dylan Dufour,2,Jambi,Partai Republik Nasionalis Nusantara,1
1288,Silvano Robert,male,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
1289,Benjamin Mercier,male,3,26,Nando Gauthier,3,Sulawesi Barat,Partai Amanat Indonesia,1
1290,Anastasia Moulin,female,1,15,Jasmina Lemoine,1,DI Yogyakarta,Partai Sosial Demokrasi Indonesia,1
1291,August Carpentier,male,4,7,Pirmin Petit,4,Sumatera Selatan,Partai Kerjasama dan Utusan Rakyat,1
1292,Christa Noel,female,3,10,Nando Gauthier,3,Lampung,Partai Amanat Indonesia,1
1293,Séverine Bertrand,female,1,20,Jasmina Lemoine,1,Kalimantan Timur,Partai Sosial Demokrasi Indonesia,1
1294,Frank Petit,male,1,2,Jasmina Lemoine,1,Sumatera Utara,Partai Sosial Demokrasi Indonesia,1
1295,Ingrid Lambert,female,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
1296,Chiara Nicolas,female,4,1,Pirmin Petit,4,Aceh,Partai Kerjasama dan Utusan Rakyat,1
1297,Esteban Aubert,male,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
1298,Gordana Vidal,female,4,3,Pirmin Petit,4,Sumatera Barat,Partai Kerjasama dan Utusan Rakyat,1
1299,Franco Vidal,male,3,34,Nando Gauthier,3,Papua,Partai Amanat Indonesia,1
1300,Zita Charles,female,1,3,Jasmina Lemoine,1,Sumatera Barat,Partai Sosial Demokrasi Indonesia,1
1301,Larissa Garcia,female,3,24,Nando Gauthier,3,Sulawesi Tengah,Partai Amanat Indonesia,1
1302,Luan Marchand,male,2,33,Dylan Dufour,2,Papua Barat,Partai Republik Nasionalis Nusantara,1
1303,Emily Leclercq,female,1,6,Jasmina Lemoine,1,Jambi,Partai Sosial Demokrasi Indonesia,1
1304,Anabela Bonnet,female,4,23,Pirmin Petit,4,Gorontalo,Partai Kerjasama dan Utusan Rakyat,1
1305,Irene Petit,female,4,21,Pirmin Petit,4,Kalimantan Utara,Partai Kerjasama dan Utusan Rakyat,1
1306,Irène Lecomte,female,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
1307,Umberto Lemaire,male,3,3,Nando Gauthier,3,Sumatera Barat,Partai Amanat Indonesia,1
1308,Christelle Perrin,female,4,3,Pirmin Petit,4,Sumatera Barat,Partai Kerjasama dan Utusan Rakyat,1
1309,Gion Dupont,male,2,8,Dylan Dufour,2,Kep. Bangka Belitung,Partai Republik Nasionalis Nusantara,1
1310,Michal Simon,male,2,1,Dylan Dufour,2,Aceh,Partai Republik Nasionalis Nusantara,1
1311,Catarina Fournier,female,3,18,Nando Gauthier,3,Kalimantan Tengah,Partai Amanat Indonesia,1
1312,Lars Noel,male,2,3,Dylan Dufour,2,Sumatera Barat,Partai Republik Nasionalis Nusantara,1
1313,Flavia Lucas,female,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
1314,Nolan Morin,male,4,5,Pirmin Petit,4,Kep. Riau,Partai Kerjasama dan Utusan Rakyat,1
1315,Lidia Roussel,female,2,30,Dylan Dufour,2,Nusa Tenggara Timur,Partai Republik Nasionalis Nusantara,1
1316,Besnik Hubert,male,3,27,Nando Gauthier,3,Sulawesi Tenggara,Partai Amanat Indonesia,1
1317,Van Dumont,male,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
1318,Alisa Bourgeois,female,3,21,Nando Gauthier,3,Kalimantan Utara,Partai Amanat Indonesia,1
1319,Katrin Andre,female,2,29,Dylan Dufour,2,Nusa Tenggara Barat,Partai Republik Nasionalis Nusantara,1
1320,Bruno Schmitt,male,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
1321,José Robin,male,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
1322,Carola Dupont,female,1,14,Jasmina Lemoine,1,Jawa Tengah,Partai Sosial Demokrasi Indonesia,1
1323,Nuria Roux,female,2,8,Dylan Dufour,2,Kep. Bangka Belitung,Partai Republik Nasionalis Nusantara,1
1324,Adriano Fleury,male,4,2,Pirmin Petit,4,Sumatera Utara,Partai Kerjasama dan Utusan Rakyat,1
1325,Catherine Roussel,female,3,27,Nando Gauthier,3,Sulawesi Tenggara,Partai Amanat Indonesia,1
1326,Filipe Fontai,male,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
1327,Rina Renaud,female,1,17,Jasmina Lemoine,1,Kalimantan Barat,Partai Sosial Demokrasi Indonesia,1
1328,Silke Pierre,female,4,25,Pirmin Petit,4,Sulawesi Selatan,Partai Kerjasama dan Utusan Rakyat,1
1329,Amar Brunet,male,4,15,Pirmin Petit,4,DI Yogyakarta,Partai Kerjasama dan Utusan Rakyat,1
1330,Marie-Thérèse Sanchez,female,1,6,Jasmina Lemoine,1,Jambi,Partai Sosial Demokrasi Indonesia,1
1331,Bastian Bernard,male,4,33,Pirmin Petit,4,Papua Barat,Partai Kerjasama dan Utusan Rakyat,1
1332,Alfredo Thomas,male,4,22,Pirmin Petit,4,Sulawesi Utara,Partai Kerjasama dan Utusan Rakyat,1
1333,Angela Caron,female,4,8,Pirmin Petit,4,Kep. Bangka Belitung,Partai Kerjasama dan Utusan Rakyat,1
1334,Magali Da Silva,female,2,24,Dylan Dufour,2,Sulawesi Tengah,Partai Republik Nasionalis Nusantara,1
1335,Patrick Faure,male,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
1336,Albert Le Gall,male,1,7,Jasmina Lemoine,1,Sumatera Selatan,Partai Sosial Demokrasi Indonesia,1
1337,Ivan Moulin,male,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
1338,Igor Meunier,male,2,23,Dylan Dufour,2,Gorontalo,Partai Republik Nasionalis Nusantara,1
1339,Yolanda Deschamps,female,2,21,Dylan Dufour,2,Kalimantan Utara,Partai Republik Nasionalis Nusantara,1
1340,Anaïs Blanc,female,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
1341,Tatiana Rey,female,1,3,Jasmina Lemoine,1,Sumatera Barat,Partai Sosial Demokrasi Indonesia,1
1342,Ornella Roy,female,2,16,Dylan Dufour,2,Jawa Timur,Partai Republik Nasionalis Nusantara,1
1343,Henri Philippe,male,2,2,Dylan Dufour,2,Sumatera Utara,Partai Republik Nasionalis Nusantara,1
1344,Hélène Marchand,female,1,14,Jasmina Lemoine,1,Jawa Tengah,Partai Sosial Demokrasi Indonesia,1
1345,Louis Faure,male,1,30,Jasmina Lemoine,1,Nusa Tenggara Timur,Partai Sosial Demokrasi Indonesia,1
1346,Amelia Andre,female,3,8,Nando Gauthier,3,Kep. Bangka Belitung,Partai Amanat Indonesia,1
1347,Juan Lopez,male,2,13,Dylan Dufour,2,Banten,Partai Republik Nasionalis Nusantara,1
1348,Lotti Moreau,female,2,31,Dylan Dufour,2,Maluku,Partai Republik Nasionalis Nusantara,1
1349,Kay Lemoine,male,2,23,Dylan Dufour,2,Gorontalo,Partai Republik Nasionalis Nusantara,1
1350,Stephanie Morin,female,4,13,Pirmin Petit,4,Banten,Partai Kerjasama dan Utusan Rakyat,1
1351,Fabiana Louis,female,2,2,Dylan Dufour,2,Sumatera Utara,Partai Republik Nasionalis Nusantara,1
1352,Hubert Vincent,male,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
1353,Ludwig Deschamps,male,4,24,Pirmin Petit,4,Sulawesi Tengah,Partai Kerjasama dan Utusan Rakyat,1
1354,Adolf Garnier,male,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
1355,Raphaela Martin,female,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
1356,Carine Gauthier,female,2,22,Dylan Dufour,2,Sulawesi Utara,Partai Republik Nasionalis Nusantara,1
1357,Anaïs Gauthier,female,3,31,Nando Gauthier,3,Maluku,Partai Amanat Indonesia,1
1358,Micha Dubois,male,1,22,Jasmina Lemoine,1,Sulawesi Utara,Partai Sosial Demokrasi Indonesia,1
1359,Carmine Lefebvre,male,3,6,Nando Gauthier,3,Jambi,Partai Amanat Indonesia,1
1360,Sebastiano Dupuis,male,1,12,Jasmina Lemoine,1,Jawa Barat,Partai Sosial Demokrasi Indonesia,1
1361,Halil Renard,male,1,31,Jasmina Lemoine,1,Maluku,Partai Sosial Demokrasi Indonesia,1
1362,Elke Schmitt,female,3,30,Nando Gauthier,3,Nusa Tenggara Timur,Partai Amanat Indonesia,1
1363,Rosalia Dubois,female,3,30,Nando Gauthier,3,Nusa Tenggara Timur,Partai Amanat Indonesia,1
1364,Käthi Duval,female,2,33,Dylan Dufour,2,Papua Barat,Partai Republik Nasionalis Nusantara,1
1365,Marlon Lecomte,male,2,2,Dylan Dufour,2,Sumatera Utara,Partai Republik Nasionalis Nusantara,1
1366,Édith Boyer,female,4,30,Pirmin Petit,4,Nusa Tenggara Timur,Partai Kerjasama dan Utusan Rakyat,1
1367,Renato Lefevre,male,2,25,Dylan Dufour,2,Sulawesi Selatan,Partai Republik Nasionalis Nusantara,1
1368,Murat Gonzalez,male,2,15,Dylan Dufour,2,DI Yogyakarta,Partai Republik Nasionalis Nusantara,1
1369,Inês Dubois,female,3,14,Nando Gauthier,3,Jawa Tengah,Partai Amanat Indonesia,1
1370,Erwin Thomas,male,2,23,Dylan Dufour,2,Gorontalo,Partai Republik Nasionalis Nusantara,1
1371,Seraina Dubois,female,4,2,Pirmin Petit,4,Sumatera Utara,Partai Kerjasama dan Utusan Rakyat,1
1372,Seline Leclercq,female,1,31,Jasmina Lemoine,1,Maluku,Partai Sosial Demokrasi Indonesia,1
1373,Josiane Fleury,female,4,20,Pirmin Petit,4,Kalimantan Timur,Partai Kerjasama dan Utusan Rakyat,1
1374,Leana Dumont,female,3,27,Nando Gauthier,3,Sulawesi Tenggara,Partai Amanat Indonesia,1
1375,Jean-Philippe Duval,male,2,13,Dylan Dufour,2,Banten,Partai Republik Nasionalis Nusantara,1
1376,Orlando Durand,male,4,4,Pirmin Petit,4,Riau,Partai Kerjasama dan Utusan Rakyat,1
1377,Hans-Ulrich Pierre,male,3,1,Nando Gauthier,3,Aceh,Partai Amanat Indonesia,1
1378,Otto Bourgeois,male,3,4,Nando Gauthier,3,Riau,Partai Amanat Indonesia,1
1379,Sabina Lemoine,female,3,10,Nando Gauthier,3,Lampung,Partai Amanat Indonesia,1
1380,Aurora Nicolas,female,1,33,Jasmina Lemoine,1,Papua Barat,Partai Sosial Demokrasi Indonesia,1
1381,Xavier Francois,male,4,5,Pirmin Petit,4,Kep. Riau,Partai Kerjasama dan Utusan Rakyat,1
1382,Roman Joly,male,1,24,Jasmina Lemoine,1,Sulawesi Tengah,Partai Sosial Demokrasi Indonesia,1
1383,Jean-Jacques Guerin,male,3,25,Nando Gauthier,3,Sulawesi Selatan,Partai Amanat Indonesia,1
1384,Giacomo Roger,male,4,28,Pirmin Petit,4,Bali,Partai Kerjasama dan Utusan Rakyat,1
1385,Amina Garcia,female,4,7,Pirmin Petit,4,Sumatera Selatan,Partai Kerjasama dan Utusan Rakyat,1
1386,Sophia Meyer,female,2,14,Dylan Dufour,2,Jawa Tengah,Partai Republik Nasionalis Nusantara,1
1387,Michel Roche,male,1,28,Jasmina Lemoine,1,Bali,Partai Sosial Demokrasi Indonesia,1
1388,Raphaël Roche,male,4,5,Pirmin Petit,4,Kep. Riau,Partai Kerjasama dan Utusan Rakyat,1
1389,Veronica Philippe,female,2,20,Dylan Dufour,2,Kalimantan Timur,Partai Republik Nasionalis Nusantara,1
1390,Pietro Colin,male,2,11,Dylan Dufour,2,DKI Jakarta,Partai Republik Nasionalis Nusantara,1
1391,Jonas Girard,male,3,17,Nando Gauthier,3,Kalimantan Barat,Partai Amanat Indonesia,1
1392,Fatma Thomas,female,2,18,Dylan Dufour,2,Kalimantan Tengah,Partai Republik Nasionalis Nusantara,1
1393,Silvana Lefevre,female,1,11,Jasmina Lemoine,1,DKI Jakarta,Partai Sosial Demokrasi Indonesia,1
1394,Horst Perrin,male,1,10,Jasmina Lemoine,1,Lampung,Partai Sosial Demokrasi Indonesia,1
1395,Oswald Moulin,male,1,23,Jasmina Lemoine,1,Gorontalo,Partai Sosial Demokrasi Indonesia,1
1396,Alban Deschamps,male,2,10,Dylan Dufour,2,Lampung,Partai Republik Nasionalis Nusantara,1
1397,Amalia Picard,female,1,34,Jasmina Lemoine,1,Papua,Partai Sosial Demokrasi Indonesia,1
1398,Bianca Rolland,female,4,7,Pirmin Petit,4,Sumatera Selatan,Partai Kerjasama dan Utusan Rakyat,1
1399,Esteban Fabre,male,2,13,Dylan Dufour,2,Banten,Partai Republik Nasionalis Nusantara,1
